r Li-Li S_4c-Li S_4a-Li I_4c-Li I_4a-Li Li-S Li-I
0.350000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.360000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.370000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.380000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.390000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.400000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.410000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.420000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.430000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.440000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.450000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.460000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.470000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.480000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.490000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.510000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.520000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.530000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.540000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.550000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.560000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.570000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.580000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.590000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.600000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.610000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.620000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.630000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.640000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.650000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.660000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.670000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.680000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.690000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.710000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.720000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.730000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.740000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.750000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.760000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.770000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.780000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.790000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.800000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.810000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.820000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.830000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.840000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.850000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.860000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.870000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.880000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.890000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.910000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.920000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.930000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.940000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.950000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.960000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.970000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.980000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.990000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.010000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.020000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.030000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.040000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.050000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.060000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.070000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.080000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.090000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.110000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.120000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.130000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.140000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.150000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.160000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.170000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.180000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.190000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.200000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.210000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.220000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.230000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.240000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.250000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.260000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.270000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.280000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.290000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.310000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.320000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.330000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.340000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.350000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.360000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.370000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.380000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.390000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.400000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.410000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.420000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.430000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.440000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.450000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.460000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.470000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.480000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.490000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.510000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.520000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.530000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.540000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.550000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.560000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.570000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.580000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.590000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.600000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.610000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.620000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.630000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.640000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.650000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.660000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.670000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.680000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.690000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.710000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.720000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.730000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.740000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.750000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.760000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.770000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.780000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.790000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.800000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.810000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.820000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.830000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.840000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.850000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.860000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.870000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.880000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.890000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.910000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.920000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.930000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.940000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.950000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.960000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.970000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.980000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.990000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.010000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.020000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.030000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.040000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.050000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.060000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.070000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.080000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.090000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.110000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.120000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.130000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.140000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.150000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.160000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.170000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.180000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.190000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.200000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.210000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.220000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.230000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.240000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.250000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.260000 0.000000 0.000000 0.000125 0.000000 0.000000 0.000010 0.000000
2.270000 0.000000 0.000000 0.000625 0.000000 0.000000 0.000052 0.000000
2.280000 0.000000 0.000250 0.002875 0.000000 0.000000 0.000260 0.000000
2.290000 0.000000 0.001750 0.008875 0.000000 0.000000 0.000885 0.000000
2.300000 0.000000 0.008500 0.024875 0.000000 0.000000 0.002781 0.000000
2.310000 0.000000 0.035750 0.062250 0.000000 0.000000 0.008167 0.000000
2.320000 0.000000 0.101000 0.128625 0.000000 0.000000 0.019135 0.000000
2.330000 0.000000 0.243500 0.237000 0.000000 0.000000 0.040083 0.000000
2.340000 0.000000 0.501375 0.396625 0.000000 0.000000 0.075208 0.000000
2.350000 0.000000 0.841375 0.605625 0.000000 0.000000 0.122125 0.000000
2.360000 0.000000 1.234375 0.854250 0.000000 0.000000 0.178635 0.000000
2.370000 0.000000 1.645750 1.148000 0.000000 0.000000 0.244698 0.000000
2.380000 0.000000 2.054625 1.493125 0.000000 0.000000 0.322615 0.000000
2.390000 0.000000 2.447250 1.878625 0.000000 0.000000 0.415042 0.000000
2.400000 0.000000 2.836625 2.270000 0.000000 0.000000 0.523885 0.000000
2.410000 0.000000 3.224750 2.665750 0.000000 0.000000 0.653594 0.000000
2.420000 0.000000 3.599125 3.033625 0.000000 0.000000 0.799375 0.000000
2.430000 0.000021 3.960875 3.367625 0.000000 0.000000 0.960323 0.000000
2.440000 0.000021 4.297250 3.674625 0.000000 0.000000 1.130990 0.000000
2.450000 0.000042 4.606750 3.940500 0.000000 0.000000 1.301094 0.000000
2.460000 0.000042 4.874000 4.175250 0.000000 0.000000 1.469677 0.000000
2.470000 0.000042 5.093250 4.388375 0.000000 0.000000 1.629948 0.000000
2.480000 0.000104 5.260125 4.583000 0.000000 0.000000 1.782437 0.000000
2.490000 0.000125 5.396000 4.772375 0.000000 0.000000 1.926177 0.000000
2.500000 0.000271 5.509625 4.941500 0.000000 0.000000 2.058865 0.000000
2.510000 0.000333 5.621375 5.086625 0.000000 0.000000 2.179073 0.000000
2.520000 0.000542 5.716250 5.215625 0.000000 0.000000 2.288385 0.000000
2.530000 0.000729 5.797000 5.335625 0.000000 0.000000 2.385271 0.000000
2.540000 0.001167 5.872875 5.432000 0.000000 0.000000 2.470594 0.000000
2.550000 0.001625 5.944125 5.527000 0.000000 0.000000 2.546375 0.000000
2.560000 0.002417 6.007875 5.607250 0.000000 0.000000 2.612854 0.000000
2.570000 0.003583 6.068250 5.678875 0.000000 0.000000 2.671948 0.000000
2.580000 0.005354 6.119875 5.744125 0.000000 0.000000 2.722385 0.000000
2.590000 0.008063 6.166250 5.805625 0.000000 0.000125 2.767208 0.000010
2.600000 0.011437 6.204500 5.861000 0.000000 0.000250 2.806438 0.000021
2.610000 0.016208 6.241250 5.916000 0.000125 0.001625 2.841406 0.000146
2.620000 0.022187 6.274000 5.970250 0.000875 0.004000 2.872458 0.000406
2.630000 0.029896 6.298875 6.018000 0.002250 0.011500 2.898167 0.001146
2.640000 0.038583 6.322500 6.063375 0.006125 0.024875 2.920802 0.002583
2.650000 0.048833 6.339875 6.108125 0.015500 0.048250 2.939844 0.005312
2.660000 0.059667 6.357875 6.145250 0.031625 0.083500 2.956604 0.009594
2.670000 0.070146 6.372000 6.178125 0.060250 0.136000 2.971802 0.016354
2.680000 0.081958 6.384375 6.202875 0.102500 0.199750 2.984281 0.025188
2.690000 0.091271 6.397125 6.230625 0.172000 0.291125 2.996240 0.038594
2.700000 0.101667 6.407500 6.254625 0.276000 0.401000 3.006198 0.056417
2.710000 0.111938 6.417500 6.274375 0.406375 0.534500 3.014615 0.078406
2.720000 0.123458 6.425875 6.294375 0.565875 0.679625 3.022052 0.103792
2.730000 0.135229 6.433250 6.309750 0.753875 0.843125 3.028531 0.133083
2.740000 0.147083 6.440125 6.324000 0.964875 1.002500 3.034333 0.163948
2.750000 0.158896 6.446125 6.337625 1.187375 1.171375 3.039490 0.196563
2.760000 0.170292 6.451625 6.348500 1.402875 1.341875 3.044042 0.228729
2.770000 0.183354 6.456000 6.358250 1.622375 1.510500 3.047885 0.261073
2.780000 0.197438 6.459750 6.367375 1.847250 1.680125 3.051292 0.293948
2.790000 0.211833 6.463625 6.374000 2.068500 1.855750 3.054396 0.327021
2.800000 0.227646 6.466375 6.380375 2.303500 2.024250 3.057083 0.360646
2.810000 0.246083 6.469125 6.385375 2.515250 2.190500 3.059573 0.392146
2.820000 0.267792 6.472000 6.391250 2.730125 2.356625 3.061969 0.423896
2.830000 0.290708 6.474125 6.395750 2.940125 2.501625 3.063948 0.453479
2.840000 0.315938 6.476250 6.401125 3.133625 2.637250 3.065896 0.480906
2.850000 0.339417 6.478125 6.405125 3.319750 2.768875 3.067635 0.507385
2.860000 0.366104 6.479625 6.409375 3.505125 2.900500 3.069271 0.533802
2.870000 0.394813 6.481250 6.412000 3.674875 3.024625 3.070760 0.558292
2.880000 0.424604 6.482500 6.414625 3.827500 3.148875 3.071865 0.581365
2.890000 0.454875 6.483125 6.416875 3.977375 3.266875 3.073021 0.603687
2.900000 0.486979 6.484125 6.419250 4.104625 3.390500 3.074250 0.624594
2.910000 0.519146 6.485375 6.421250 4.231250 3.504750 3.075458 0.644667
2.920000 0.553688 6.486375 6.422875 4.341250 3.620250 3.076563 0.663458
2.930000 0.586958 6.486875 6.424375 4.439250 3.733125 3.077552 0.681031
2.940000 0.620938 6.487500 6.426125 4.535875 3.838750 3.078427 0.697885
2.950000 0.654750 6.488750 6.427625 4.616250 3.938500 3.079323 0.712896
2.960000 0.690313 6.489250 6.429125 4.682750 4.036000 3.080115 0.726563
2.970000 0.725958 6.489750 6.430625 4.752625 4.128625 3.080948 0.740104
2.980000 0.760500 6.490625 6.432250 4.811625 4.222500 3.081844 0.752844
2.990000 0.791771 6.490875 6.433000 4.859750 4.305625 3.082615 0.763781
3.000000 0.824563 6.491375 6.435000 4.906750 4.387125 3.083563 0.774490
3.010000 0.855938 6.492000 6.436125 4.951375 4.466500 3.084271 0.784823
3.020000 0.888458 6.492500 6.438250 4.989750 4.537000 3.085104 0.793896
3.030000 0.921104 6.493375 6.439500 5.021750 4.611250 3.086052 0.802750
3.040000 0.951750 6.493625 6.440875 5.054250 4.675125 3.086948 0.810781
3.050000 0.982063 6.494000 6.441500 5.080500 4.728875 3.087573 0.817448
3.060000 1.011833 6.494250 6.442250 5.106500 4.784000 3.088396 0.824208
3.070000 1.043958 6.494750 6.443625 5.129875 4.837875 3.089125 0.830646
3.080000 1.075333 6.495125 6.444750 5.150125 4.883125 3.089927 0.836104
3.090000 1.108083 6.495625 6.445125 5.167125 4.929750 3.090563 0.841406
3.100000 1.141125 6.495875 6.446250 5.187625 4.973250 3.091250 0.846740
3.110000 1.174146 6.496250 6.447500 5.204000 5.011750 3.092240 0.851313
3.120000 1.208021 6.497000 6.448500 5.218250 5.048250 3.093396 0.855542
3.130000 1.244000 6.497375 6.450125 5.232750 5.080750 3.094448 0.859458
3.140000 1.280083 6.497625 6.451000 5.244125 5.110125 3.095354 0.862854
3.150000 1.316708 6.497750 6.451875 5.257375 5.136875 3.096333 0.866188
3.160000 1.354396 6.498125 6.452625 5.267000 5.159375 3.097458 0.868865
3.170000 1.396354 6.498250 6.453500 5.277250 5.182625 3.098563 0.871656
3.180000 1.438792 6.498500 6.454250 5.284875 5.202500 3.099510 0.873948
3.190000 1.482917 6.498625 6.455250 5.291125 5.221375 3.100750 0.876042
3.200000 1.529250 6.499000 6.456125 5.300000 5.239000 3.101854 0.878250
3.210000 1.574708 6.499125 6.457000 5.308500 5.256625 3.103323 0.880427
3.220000 1.621396 6.499125 6.457625 5.315500 5.272750 3.104771 0.882354
3.230000 1.668000 6.499375 6.458000 5.321500 5.285000 3.106188 0.883875
3.240000 1.715729 6.499375 6.459000 5.328750 5.296875 3.107792 0.885469
3.250000 1.763979 6.499500 6.459500 5.333500 5.309125 3.109438 0.886885
3.260000 1.814250 6.499625 6.460375 5.337500 5.320750 3.110990 0.888188
3.270000 1.864812 6.499625 6.461000 5.343375 5.331125 3.112573 0.889542
3.280000 1.915542 6.499625 6.461500 5.348750 5.341000 3.114521 0.890813
3.290000 1.968375 6.499625 6.462250 5.352500 5.349500 3.116438 0.891833
3.300000 2.020875 6.499875 6.462875 5.357750 5.358250 3.118708 0.893000
3.310000 2.073958 6.500000 6.463375 5.362625 5.365875 3.121063 0.894042
3.320000 2.126271 6.500250 6.464000 5.367500 5.375250 3.123875 0.895229
3.330000 2.180813 6.500375 6.464625 5.371375 5.383000 3.126333 0.896198
3.340000 2.233438 6.500500 6.465000 5.374750 5.392375 3.129167 0.897260
3.350000 2.288917 6.500750 6.465375 5.379375 5.399125 3.131802 0.898208
3.360000 2.346646 6.501000 6.466000 5.383750 5.406625 3.134698 0.899198
3.370000 2.403271 6.501375 6.467125 5.388375 5.412500 3.138167 0.900073
3.380000 2.459833 6.501500 6.468375 5.391500 5.419125 3.141719 0.900885
3.390000 2.517292 6.501625 6.468625 5.395625 5.425375 3.145583 0.901750
3.400000 2.574563 6.501875 6.469125 5.398875 5.431750 3.149771 0.902552
3.410000 2.633021 6.502000 6.469875 5.402125 5.437625 3.153625 0.903313
3.420000 2.689479 6.502625 6.470750 5.405375 5.445500 3.158656 0.904240
3.430000 2.747417 6.502625 6.471625 5.408000 5.452375 3.163500 0.905031
3.440000 2.806292 6.502875 6.472750 5.411000 5.459500 3.168833 0.905875
3.450000 2.867458 6.503000 6.473250 5.414125 5.465625 3.174260 0.906646
3.460000 2.927729 6.503250 6.474000 5.417125 5.471625 3.180604 0.907396
