r Li-Li S_4c-Li S_4a-Li Cl_4c-Li Cl_4a-Li Li-S Li-Cl
0.350000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.360000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.370000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.380000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.390000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.400000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.410000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.420000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.430000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.440000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.450000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.460000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.470000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.480000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.490000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.510000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.520000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.530000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.540000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.550000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.560000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.570000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.580000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.590000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.600000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.610000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.620000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.630000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.640000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.650000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.660000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.670000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.680000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.690000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.710000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.720000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.730000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.740000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.750000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.760000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.770000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.780000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.790000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.800000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.810000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.820000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.830000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.840000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.850000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.860000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.870000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.880000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.890000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.910000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.920000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.930000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.940000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.950000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.960000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.970000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.980000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.990000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.010000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.020000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.030000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.040000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.050000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.060000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.070000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.080000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.090000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.110000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.120000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.130000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.140000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.150000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.160000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.170000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.180000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.190000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.200000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.210000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.220000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.230000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.240000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.250000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.260000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.270000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.280000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.290000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.310000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.320000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.330000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.340000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.350000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.360000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.370000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.380000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.390000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.400000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.410000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.420000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.430000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.440000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.450000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.460000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.470000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.480000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.490000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.510000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.520000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.530000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.540000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.550000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.560000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.570000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.580000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.590000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.600000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.610000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.620000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.630000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.640000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.650000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.660000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.670000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.680000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.690000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.710000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.720000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.730000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.740000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.750000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.760000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.770000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.780000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.790000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.800000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.810000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.820000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.830000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.840000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.850000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.860000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.870000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.880000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.890000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.910000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.920000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.930000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.940000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.950000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.960000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.970000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.980000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.990000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.010000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.020000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.030000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.040000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.050000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.060000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.070000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.080000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.090000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.110000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.120000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.130000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.140000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.150000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.160000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.170000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.180000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.190000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.200000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.210000 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000
2.220000 0.000000 0.000000 0.000050 0.000000 0.000000 0.000010 0.000000
2.230000 0.000000 0.000000 0.000727 0.000000 0.000000 0.000145 0.000000
2.240000 0.000000 0.000000 0.005120 0.000000 0.000000 0.001024 0.000000
2.250000 0.000000 0.000000 0.022881 0.000000 0.000000 0.004576 0.000000
2.260000 0.000000 0.000000 0.077933 0.000000 0.000000 0.015587 0.000000
2.270000 0.000000 0.000000 0.210180 0.000001 0.000000 0.042036 0.000001
2.280000 0.000000 0.000000 0.506551 0.000043 0.000000 0.101310 0.000043
2.290000 0.000000 0.000000 1.217870 0.000545 0.000000 0.243578 0.000545
2.300000 0.000000 0.000000 2.743597 0.002707 0.000000 0.548780 0.002707
2.310000 0.000000 0.000000 5.251687 0.006618 0.000000 1.050693 0.006618
2.320000 0.000000 0.000000 8.425372 0.014529 0.000000 1.686212 0.014529
2.330000 0.000000 0.000000 11.596616 0.038260 0.000000 2.322038 0.038260
2.340000 0.000000 0.000000 14.144208 0.092720 0.000000 2.834751 0.092720
2.350000 0.000000 0.000000 16.143434 0.196076 0.000000 3.242356 0.196076
2.360000 0.000000 0.000000 17.989872 0.369472 0.000000 3.635086 0.369472
2.370000 0.000000 0.000000 20.060799 0.624519 0.000000 4.109750 0.624519
2.380000 0.000000 0.000000 22.660594 0.982390 0.000000 4.750177 0.982390
2.390000 0.000000 0.000000 25.760797 1.468110 0.000000 5.581088 1.468110
2.400000 0.000000 0.000000 28.798473 2.091595 0.000000 6.539412 2.091595
2.410000 0.000000 0.000000 31.172232 2.877491 0.000000 7.523856 2.877491
2.420000 0.000000 0.000000 32.141911 3.795569 0.000000 8.330854 3.795569
2.430000 0.000000 0.000000 30.923793 4.812710 0.000000 8.735902 4.812710
2.440000 0.000000 0.000000 27.215209 5.915118 0.000000 8.660090 5.915118
2.450000 0.000000 0.000000 21.639689 7.117115 0.000000 8.256867 7.117115
2.460000 0.000000 0.000000 15.649383 8.250189 0.000000 7.784171 8.250189
2.470000 0.000000 0.000000 10.464345 9.062344 0.000000 7.423270 9.062344
2.480000 0.000000 0.000000 6.557190 9.624801 0.000000 7.241744 9.624801
2.490000 0.000000 0.000000 3.798705 10.012982 0.000000 7.167993 10.012982
2.500000 0.000000 0.000000 2.035181 10.233174 0.000000 7.187301 10.233174
2.510000 0.000000 0.000000 1.041904 10.386789 0.000000 7.274817 10.386789
2.520000 0.000000 0.000000 0.515476 10.458480 0.000000 7.320496 10.458480
2.530000 0.000000 0.000000 0.258315 10.443468 0.000000 7.211793 10.443468
2.540000 0.000000 0.000000 0.135541 10.394128 0.000000 6.930959 10.394128
2.550000 0.000000 0.000000 0.076261 10.181107 0.000000 6.542430 10.181107
2.560000 0.000000 0.000000 0.051261 9.805167 0.000000 6.145603 9.805167
2.570000 0.000001 0.000000 0.037370 9.415216 0.000000 5.714471 9.415216
2.580000 0.000017 0.000000 0.023659 8.982545 0.000000 5.221819 8.982545
2.590000 0.000216 0.000000 0.014777 8.405372 0.000000 4.727913 8.405372
2.600000 0.001074 0.000000 0.012883 7.850599 0.000000 4.225995 7.850599
2.610000 0.002453 0.000000 0.010842 7.396412 0.000000 3.735954 7.396412
2.620000 0.004023 0.000000 0.007420 6.871837 0.000000 3.275659 6.871837
2.630000 0.007279 0.000000 0.006266 6.306264 0.000000 2.855407 6.306264
2.640000 0.011239 0.000000 0.004638 5.733561 0.000000 2.477965 5.733561
2.650000 0.013954 0.000000 0.003276 5.182979 0.000000 2.116916 5.182979
2.660000 0.018307 0.000000 0.003362 4.709482 0.000000 1.801839 4.709482
2.670000 0.027727 0.000000 0.002839 4.247973 0.000000 1.531856 4.247973
2.680000 0.042590 0.000000 0.002700 3.838210 0.000000 1.298635 3.838210
2.690000 0.059235 0.000000 0.002509 3.471325 0.000000 1.111239 3.471325
2.700000 0.077968 0.000000 0.001904 3.140327 0.000000 0.957742 3.140327
2.710000 0.098541 0.000000 0.001607 2.848801 0.000000 0.822889 2.848801
2.720000 0.127437 0.000000 0.000880 2.576696 0.000000 0.701484 2.576696
2.730000 0.164097 0.000000 0.000374 2.341842 0.000000 0.599986 2.341842
2.740000 0.195739 0.000000 0.000840 2.100183 0.000000 0.513892 2.100183
2.750000 0.221634 0.000000 0.001374 1.832280 0.000000 0.436486 1.832280
2.760000 0.256079 0.000000 0.001004 1.628256 0.000000 0.383867 1.628256
2.770000 0.293057 0.000000 0.000990 1.468121 0.000000 0.349600 1.468121
2.780000 0.320945 0.000000 0.001344 1.315720 0.000000 0.307960 1.315720
2.790000 0.350673 0.000000 0.000807 1.202005 0.000000 0.267867 1.202005
2.800000 0.402863 0.000000 0.000180 1.117294 0.000000 0.242856 1.117294
2.810000 0.471519 0.000000 0.000015 1.053173 0.000000 0.221824 1.053173
2.820000 0.546406 0.000000 0.000000 1.001722 0.000000 0.202317 1.001722
2.830000 0.630613 0.000000 0.000000 0.924152 0.000000 0.187332 0.924152
2.840000 0.725477 0.000000 0.000000 0.849827 0.000000 0.170566 0.849827
2.850000 0.832870 0.000000 0.000000 0.786157 0.000000 0.153308 0.786157
2.860000 0.950823 0.000000 0.000000 0.712407 0.000000 0.143455 0.712407
2.870000 1.047987 0.000000 0.000000 0.646391 0.000000 0.136469 0.646391
2.880000 1.126780 0.000000 0.000000 0.605644 0.000000 0.127035 0.605644
2.890000 1.190058 0.000000 0.000000 0.571702 0.000000 0.115993 0.571702
2.900000 1.207549 0.000000 0.000000 0.536753 0.000000 0.111270 0.536753
2.910000 1.184871 0.000000 0.000000 0.516022 0.000000 0.113116 0.516022
2.920000 1.140330 0.000000 0.000000 0.499477 0.000000 0.110123 0.499477
2.930000 1.091822 0.000000 0.000000 0.470414 0.000000 0.101627 0.470414
2.940000 1.051324 0.000000 0.000000 0.438362 0.000000 0.097237 0.438362
2.950000 0.985501 0.000000 0.000000 0.432769 0.000000 0.093171 0.432769
2.960000 0.905762 0.000000 0.000000 0.434905 0.000000 0.089084 0.434905
2.970000 0.850257 0.000000 0.000000 0.416107 0.000000 0.087658 0.416107
2.980000 0.818149 0.000000 0.000000 0.396535 0.000000 0.085533 0.396535
2.990000 0.813053 0.000000 0.000000 0.380167 0.000000 0.083144 0.380167
3.000000 0.828117 0.000000 0.000000 0.372092 0.000000 0.085113 0.372092
3.010000 0.847356 0.000000 0.000000 0.373465 0.000000 0.085201 0.373465
3.020000 0.856250 0.000000 0.000000 0.349746 0.000000 0.080157 0.349746
3.030000 0.851951 0.000000 0.000000 0.316935 0.000000 0.076315 0.316935
3.040000 0.850437 0.000000 0.000000 0.302158 0.000000 0.074390 0.302158
3.050000 0.855643 0.000000 0.000000 0.298387 0.000000 0.073549 0.298387
3.060000 0.873087 0.000000 0.000000 0.297749 0.000000 0.076063 0.297749
3.070000 0.916172 0.000000 0.000000 0.305070 0.000000 0.080367 0.305070
3.080000 0.965730 0.000000 0.000000 0.313742 0.000000 0.083810 0.313742
3.090000 1.018862 0.000000 0.000000 0.302850 0.000000 0.085216 0.302850
3.100000 1.080541 0.000000 0.000000 0.274964 0.000000 0.082841 0.274964
3.110000 1.125365 0.000000 0.000000 0.254660 0.000000 0.077049 0.254660
3.120000 1.151928 0.000000 0.000000 0.253258 0.000000 0.075912 0.253258
3.130000 1.183715 0.000000 0.000000 0.261022 0.000000 0.080580 0.261022
3.140000 1.222008 0.000000 0.000000 0.266062 0.000000 0.084632 0.266062
3.150000 1.259318 0.000000 0.000000 0.263494 0.000000 0.088859 0.263494
3.160000 1.295754 0.000000 0.000000 0.261516 0.000000 0.094365 0.261516
3.170000 1.354143 0.000000 0.000000 0.258945 0.000000 0.098038 0.258945
3.180000 1.423438 0.000000 0.000000 0.247657 0.000000 0.098375 0.247657
3.190000 1.463702 0.000000 0.000000 0.236714 0.000000 0.097914 0.236714
3.200000 1.476724 0.000000 0.000000 0.230611 0.000000 0.100194 0.230611
3.210000 1.492661 0.000000 0.000000 0.219495 0.000000 0.105433 0.219495
3.220000 1.507482 0.000000 0.000000 0.212762 0.000000 0.111067 0.212762
3.230000 1.529819 0.000000 0.000000 0.223022 0.000000 0.117786 0.223022
3.240000 1.572525 0.000000 0.000000 0.236600 0.000000 0.128269 0.236600
3.250000 1.620699 0.000000 0.000000 0.235576 0.000000 0.136219 0.235576
3.260000 1.668285 0.000000 0.000000 0.231491 0.000000 0.140545 0.231491
3.270000 1.711136 0.000000 0.000000 0.230357 0.000000 0.146859 0.230357
3.280000 1.740979 0.000000 0.000000 0.219916 0.000000 0.152459 0.219916
3.290000 1.776311 0.000000 0.000000 0.207971 0.000000 0.157803 0.207971
3.300000 1.816048 0.000000 0.000000 0.214247 0.000000 0.164369 0.214247
3.310000 1.869647 0.000000 0.000000 0.238739 0.000000 0.169224 0.238739
3.320000 1.945207 0.000000 0.000000 0.261024 0.000000 0.176447 0.261024
3.330000 2.026281 0.000000 0.000000 0.261595 0.000000 0.183130 0.261595
3.340000 2.080653 0.000000 0.000000 0.250014 0.000000 0.184022 0.250014
3.350000 2.112639 0.000000 0.000000 0.249654 0.000000 0.190226 0.249654
3.360000 2.142329 0.000000 0.000000 0.253996 0.000000 0.205755 0.253996
3.370000 2.177990 0.000000 0.000000 0.254021 0.000000 0.220001 0.254021
3.380000 2.229874 0.000000 0.000000 0.252085 0.000000 0.228992 0.252085
3.390000 2.289625 0.000000 0.000000 0.253111 0.000000 0.235078 0.253111
3.400000 2.327299 0.000000 0.000000 0.255754 0.000000 0.243937 0.255754
3.410000 2.356184 0.000000 0.000000 0.258582 0.000000 0.260069 0.258582
3.420000 2.386680 0.000000 0.000000 0.253226 0.000000 0.274698 0.253226
3.430000 2.406180 0.000000 0.000000 0.245850 0.000000 0.288054 0.245850
3.440000 2.413710 0.000000 0.000000 0.248978 0.000000 0.304580 0.248978
3.450000 2.441940 0.000000 0.000000 0.258960 0.000000 0.323136 0.258960
3.460000 2.482112 0.000000 0.000000 0.255863 0.000000 0.340093 0.255863
