r Li-Li S_4c-Li S_4a-Li I_4c-Li I_4a-Li Li-S Li-I
0.350000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.360000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.370000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.380000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.390000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.400000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.410000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.420000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.430000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.440000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.450000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.460000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.470000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.480000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.490000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.510000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.520000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.530000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.540000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.550000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.560000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.570000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.580000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.590000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.600000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.610000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.620000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.630000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.640000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.650000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.660000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.670000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.680000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.690000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.710000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.720000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.730000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.740000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.750000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.760000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.770000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.780000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.790000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.800000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.810000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.820000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.830000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.840000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.850000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.860000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.870000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.880000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.890000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.910000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.920000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.930000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.940000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.950000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.960000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.970000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.980000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.990000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.010000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.020000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.030000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.040000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.050000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.060000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.070000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.080000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.090000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.110000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.120000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.130000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.140000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.150000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.160000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.170000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.180000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.190000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.200000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.210000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.220000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.230000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.240000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.250000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.260000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.270000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.280000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.290000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.310000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.320000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.330000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.340000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.350000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.360000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.370000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.380000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.390000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.400000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.410000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.420000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.430000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.440000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.450000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.460000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.470000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.480000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.490000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.510000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.520000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.530000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.540000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.550000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.560000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.570000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.580000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.590000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.600000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.610000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.620000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.630000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.640000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.650000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.660000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.670000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.680000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.690000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.710000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.720000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.730000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.740000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.750000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.760000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.770000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.780000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.790000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.800000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.810000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.820000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.830000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.840000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.850000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.860000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.870000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.880000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.890000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.910000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.920000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.930000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.940000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.950000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.960000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.970000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.980000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1.990000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.010000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.020000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.030000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.040000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.050000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.060000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.070000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.080000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.090000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.110000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.120000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.130000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.140000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.150000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.160000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.170000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.180000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.190000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.200000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2.210000 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000
2.220000 0.000000 0.000000 0.000051 0.000000 0.000000 0.000010 0.000000
2.230000 0.000000 0.000000 0.000721 0.000000 0.000000 0.000144 0.000000
2.240000 0.000000 0.000000 0.005172 0.000000 0.000000 0.001034 0.000000
2.250000 0.000000 0.000000 0.029232 0.000000 0.000000 0.005846 0.000000
2.260000 0.000000 0.000000 0.141000 0.000000 0.000000 0.028200 0.000000
2.270000 0.000000 0.000000 0.502778 0.000000 0.000000 0.100556 0.000000
2.280000 0.000000 0.000000 1.429888 0.000000 0.000000 0.285978 0.000000
2.290000 0.000000 0.000000 3.485984 0.000000 0.000000 0.697197 0.000000
2.300000 0.000000 0.000000 6.994210 0.000000 0.000000 1.398843 0.000000
2.310000 0.000000 0.000000 11.398279 0.000000 0.000000 2.279682 0.000000
2.320000 0.000000 0.000000 16.281728 0.000000 0.000000 3.256770 0.000000
2.330000 0.000000 0.000000 22.234879 0.000000 0.000000 4.450329 0.000000
2.340000 0.000000 0.000000 29.481379 0.000000 0.000000 5.911977 0.000000
2.350000 0.000000 0.000000 37.244616 0.000000 0.000000 7.502459 0.000000
2.360000 0.000000 0.000000 44.461237 0.000000 0.000000 9.047659 0.000000
2.370000 0.000000 0.000000 49.411149 0.000000 0.000000 10.266662 0.000000
2.380000 0.000000 0.000000 49.692779 0.000000 0.000000 10.748854 0.000000
2.390000 0.000000 0.000000 43.318222 0.000000 0.000000 10.160914 0.000000
2.400000 0.000000 0.000000 31.155100 0.000000 0.000000 8.689594 0.000000
2.410000 0.000000 0.000000 17.939247 0.000000 0.000000 7.241570 0.000000
2.420000 0.000000 0.000000 8.181784 0.000000 0.000000 6.669539 0.000000
2.430000 0.000000 0.000000 2.960987 0.000000 0.000000 7.157583 0.000000
2.440000 0.000000 0.000000 0.863871 0.000000 0.000000 8.393089 0.000000
2.450000 0.000000 0.000000 0.216365 0.000000 0.000000 9.859977 0.000000
2.460000 0.000000 0.000000 0.055995 0.000000 0.000000 10.976973 0.000000
2.470000 0.000000 0.000000 0.016526 0.000000 0.000000 11.304535 0.000000
2.480000 0.000000 0.000000 0.006054 0.000000 0.000000 10.848190 0.000000
2.490000 0.000000 0.000000 0.003248 0.000000 0.000000 10.072298 0.000000
2.500000 0.000000 0.000000 0.001340 0.000000 0.000000 9.265342 0.000000
2.510000 0.000000 0.000000 0.000260 0.000000 0.000000 8.339854 0.000000
2.520000 0.000000 0.000000 0.000020 0.000000 0.000000 7.260937 0.000000
2.530000 0.000000 0.000000 0.000001 0.000000 0.000000 6.122392 0.000000
2.540000 0.000000 0.000000 0.000000 0.000000 0.000000 5.066815 0.000000
2.550000 0.000000 0.000000 0.000000 0.000000 0.000000 4.133856 0.000000
2.560000 0.000000 0.000000 0.000000 0.000000 0.000000 3.319924 0.000000
2.570000 0.000000 0.000000 0.000000 0.000000 0.000000 2.624281 0.000000
2.580000 0.000000 0.000000 0.000000 0.000000 0.000000 2.024029 0.000000
2.590000 0.000000 0.000000 0.000000 0.000000 0.000000 1.520567 0.000000
2.600000 0.000000 0.000000 0.000000 0.000000 0.000000 1.119808 0.000000
2.610000 0.000000 0.000000 0.000000 0.000000 0.000000 0.818612 0.000000
2.620000 0.000000 0.000000 0.000000 0.000000 0.000000 0.602731 0.000000
2.630000 0.000006 0.000000 0.000000 0.000000 0.000000 0.453894 0.000000
2.640000 0.000076 0.000000 0.000000 0.000003 0.000000 0.350702 0.000003
2.650000 0.000395 0.000000 0.000000 0.000090 0.000000 0.280023 0.000090
2.660000 0.000991 0.000000 0.000000 0.001199 0.000000 0.230027 0.001199
2.670000 0.001784 0.000000 0.000000 0.006928 0.000000 0.187770 0.006928
2.680000 0.003484 0.000000 0.000000 0.021897 0.000000 0.151016 0.021897
2.690000 0.007487 0.000000 0.000000 0.052418 0.000000 0.126049 0.052418
2.700000 0.014498 0.000000 0.000000 0.106071 0.000000 0.107882 0.106071
2.710000 0.023633 0.000000 0.000000 0.172558 0.000000 0.092095 0.172558
2.720000 0.036201 0.000000 0.000000 0.249986 0.000000 0.079250 0.249986
2.730000 0.054402 0.000000 0.000000 0.370584 0.000000 0.069478 0.370584
2.740000 0.078003 0.000000 0.000000 0.555510 0.000000 0.061270 0.555510
2.750000 0.113836 0.000000 0.000000 0.847263 0.000000 0.051756 0.847263
2.760000 0.164055 0.000000 0.000000 1.355155 0.000000 0.043538 1.355155
2.770000 0.207462 0.000000 0.000000 2.184974 0.000000 0.039525 2.184974
2.780000 0.227395 0.000000 0.000000 3.324729 0.000000 0.037392 3.324729
2.790000 0.235029 0.000000 0.000000 4.712728 0.000000 0.034092 4.712728
2.800000 0.240401 0.000000 0.000000 6.347469 0.000000 0.032123 6.347469
2.810000 0.238154 0.000000 0.000000 8.208078 0.000000 0.030857 8.208078
2.820000 0.228447 0.000000 0.000000 10.118583 0.000000 0.026691 10.118583
2.830000 0.219635 0.000000 0.000000 11.700704 0.000000 0.022099 11.700704
2.840000 0.222416 0.000000 0.000000 12.706148 0.000000 0.020459 12.706148
2.850000 0.240869 0.000000 0.000000 13.149828 0.000000 0.021131 13.149828
2.860000 0.268200 0.000000 0.000000 12.972671 0.000000 0.021866 12.972671
2.870000 0.299222 0.000000 0.000000 12.213543 0.000000 0.020854 12.213543
2.880000 0.345974 0.000000 0.000000 11.162629 0.000000 0.018546 11.162629
2.890000 0.402801 0.000000 0.000000 10.087456 0.000000 0.016070 10.087456
2.900000 0.437272 0.000000 0.000000 9.067293 0.000000 0.014817 9.067293
2.910000 0.449064 0.000000 0.000000 8.166792 0.000000 0.014550 8.166792
2.920000 0.465165 0.000000 0.000000 7.429572 0.000000 0.014067 7.429572
2.930000 0.494047 0.000000 0.000000 6.829366 0.000000 0.013782 6.829366
2.940000 0.521486 0.000000 0.000000 6.306529 0.000000 0.013462 6.306529
2.950000 0.539735 0.000000 0.000000 5.922256 0.000000 0.013889 5.922256
2.960000 0.557009 0.000000 0.000000 5.648858 0.000000 0.014081 5.648858
2.970000 0.591050 0.000000 0.000000 5.327112 0.000000 0.012856 5.327112
2.980000 0.641503 0.000000 0.000000 5.019754 0.000000 0.012114 5.019754
2.990000 0.699939 0.000000 0.000000 4.746780 0.000000 0.012490 4.746780
3.000000 0.762887 0.000000 0.000000 4.433250 0.000000 0.012986 4.433250
3.010000 0.833604 0.000000 0.000000 4.150583 0.000000 0.013525 4.150583
3.020000 0.929538 0.000000 0.000000 3.932658 0.000000 0.013352 3.932658
3.030000 1.059576 0.000000 0.000000 3.660703 0.000000 0.012600 3.660703
3.040000 1.177987 0.000000 0.000000 3.339808 0.000000 0.011962 3.339808
3.050000 1.257690 0.000000 0.000000 3.083249 0.000000 0.013322 3.083249
3.060000 1.327565 0.000000 0.000000 2.834506 0.000000 0.015482 2.834506
3.070000 1.380561 0.000000 0.000000 2.566391 0.000000 0.015413 2.566391
3.080000 1.401176 0.000000 0.000000 2.356670 0.000000 0.014720 2.356670
3.090000 1.394887 0.000000 0.000000 2.211283 0.000000 0.014596 2.211283
3.100000 1.371748 0.000000 0.000000 2.037897 0.000000 0.013802 2.037897
3.110000 1.337975 0.000000 0.000000 1.818516 0.000000 0.014106 1.818516
3.120000 1.290956 0.000000 0.000000 1.603343 0.000000 0.014638 1.603343
3.130000 1.232546 0.000000 0.000000 1.435829 0.000000 0.014282 1.435829
3.140000 1.165846 0.000000 0.000000 1.293680 0.000000 0.015242 1.293680
3.150000 1.096913 0.000000 0.000000 1.164548 0.000000 0.018056 1.164548
3.160000 1.058710 0.000000 0.000000 1.072003 0.000000 0.019453 1.072003
3.170000 1.062743 0.000000 0.000000 1.005520 0.000000 0.020325 1.005520
3.180000 1.090759 0.000000 0.000000 0.926062 0.000000 0.021087 0.926062
3.190000 1.141307 0.000000 0.000000 0.826559 0.000000 0.020926 0.826559
3.200000 1.213015 0.000000 0.000000 0.729421 0.000000 0.022810 0.729421
3.210000 1.306832 0.000000 0.000000 0.649997 0.000000 0.026653 0.649997
3.220000 1.442066 0.000000 0.000000 0.603936 0.000000 0.028002 0.603936
3.230000 1.609223 0.000000 0.000000 0.577746 0.000000 0.026106 0.577746
3.240000 1.802275 0.000000 0.000000 0.532946 0.000000 0.026005 0.532946
3.250000 2.012901 0.000000 0.000000 0.476453 0.000000 0.029055 0.476453
3.260000 2.234501 0.000000 0.000000 0.440645 0.000000 0.031455 0.440645
3.270000 2.492657 0.000000 0.000000 0.417031 0.000000 0.032594 0.417031
3.280000 2.782400 0.000000 0.000000 0.386783 0.000000 0.034776 0.386783
3.290000 3.078946 0.000000 0.000000 0.366079 0.000000 0.036936 0.366079
3.300000 3.361395 0.000000 0.000000 0.353280 0.000000 0.039272 0.353280
3.310000 3.589065 0.000000 0.000000 0.329927 0.000000 0.043294 0.329927
3.320000 3.784761 0.000000 0.000000 0.304968 0.000000 0.048194 0.304968
3.330000 3.992324 0.000000 0.000000 0.289714 0.000000 0.052673 0.289714
3.340000 4.162777 0.000000 0.000000 0.286149 0.000000 0.056837 0.286149
3.350000 4.242345 0.000000 0.000000 0.290518 0.000000 0.060088 0.290518
3.360000 4.246062 0.000000 0.000000 0.288251 0.000000 0.062393 0.288251
3.370000 4.221946 0.000000 0.000000 0.267348 0.000000 0.065238 0.267348
3.380000 4.145865 0.000000 0.000000 0.243903 0.000000 0.070568 0.243903
3.390000 3.970564 0.000000 0.000000 0.230595 0.000000 0.076408 0.230595
3.400000 3.738018 0.000000 0.000000 0.228065 0.000000 0.080921 0.228065
3.410000 3.493854 0.000000 0.000000 0.229229 0.000000 0.084778 0.229229
3.420000 3.242597 0.000000 0.000000 0.224248 0.000000 0.092137 0.224248
3.430000 3.009473 0.000000 0.000000 0.215412 0.000000 0.105321 0.215412
3.440000 2.781734 0.000000 0.000000 0.204467 0.000000 0.118768 0.204467
3.450000 2.550776 0.000000 0.000000 0.188965 0.000000 0.126443 0.188965
3.460000 2.346903 0.000000 0.000000 0.180439 0.000000 0.133189 0.180439
